Name,Gender,Height,Education Level,Eye Color,Married,Salary Income,Depressed
Sebastian Ainsby,Female,150,High,Brown,No,32000000,Yes
Thom Twopenny,Male,177,High,Black,No,104000000,Yes
Dennison Matveichev,Female,149,Intermediate,Black,Yes,139000000,No
Rori Churching,Female,158,Low,Brown,No,68000000,Yes
Katerina Bly,Female,171,Intermediate,Gray,Yes,9000000,Yes
Lazare Rawdall,Female,180,Intermediate,Gray,No,107000000,Yes
Curry Aizik,Female,161,Intermediate,Gray,Yes,60000000,No
Nadiya Pavyer,Female,157,High,Gray,No,58000000,Yes
Dalia Dragge,Female,163,Intermediate,Gray,No,60000000,Yes
Jessey Cotter,Male,161,Intermediate,Black,No,120000000,No
Lars MacCosty,Female,153,High,Black,Yes,60000000,No
Antonius Robuchon,Male,144,Intermediate,Blue,Yes,10000000,No
Cyrill Howles,Female,154,Low,Brown,No,107000000,No
Daven Jacop,Female,158,Low,Brown,No,124000000,Yes
Jessie Selburn,Female,141,Intermediate,Brown,No,11000000,Yes
Amabel Keech,Male,164,Low,Black,Yes,135000000,Yes
Moe Marrion,Male,167,Intermediate,Black,No,24000000,Yes
Joellyn Sandwick,Female,143,Low,Black,Yes,47000000,No
Lynelle Kunzel,Female,156,Intermediate,Black,Yes,90000000,No
Kiele Corinton,Female,146,Low,Blue,No,142000000,Yes
Kaiser Bovingdon,Male,151,High,Black,Yes,86000000,No
Myranda Briggdale,Male,165,Intermediate,Blue,Yes,117000000,No
Ulrike Penelli,Male,163,High,Brown,No,19000000,Yes
Franklin Trinbey,Female,169,Intermediate,Brown,Yes,69000000,No
Everett Touson,Male,165,Low,Brown,Yes,41000000,No
Cloe Lapides,Female,174,High,Brown,Yes,96000000,Yes
Nickie Leverette,Female,185,Low,Gray,No,45000000,Yes
Wiley Disney,Male,143,High,Blue,No,44000000,Yes
Dur Skyner,Male,161,Low,Gray,No,72000000,Yes
Sonni Litton,Male,152,Low,Gray,No,81000000,Yes
Jimmie Garbutt,Female,142,High,Brown,Yes,43000000,No
Maria Heiden,Female,143,Low,Black,Yes,10000000,No
Maddie Ottosen,Female,164,High,Gray,Yes,23000000,Yes
Teodor Risso,Female,164,Intermediate,Blue,Yes,85000000,No
Celene Donett,Male,159,Intermediate,Blue,Yes,26000000,No
Adena Everex,Male,170,Intermediate,Black,No,50000000,Yes
Bjorn Endricci,Female,158,Intermediate,Blue,Yes,6000000,Yes
Justine Curley,Female,165,Low,Blue,No,7000000,Yes
Dodie Gennings,Female,163,High,Black,Yes,86000000,No
Shayna Schruurs,Male,155,High,Blue,Yes,136000000,No
Stuart Pays,Male,171,Low,Gray,Yes,11000000,Yes
Carey Condliffe,Female,159,Low,Black,Yes,28000000,No
Justinn Milhench,Male,183,Low,Gray,No,98000000,Yes
Nariko Slayton,Female,176,High,Black,No,17000000,Yes
Libbi Bargh,Female,156,High,Blue,No,52000000,Yes
Alexandr L'argent,Female,156,Intermediate,Gray,No,137000000,No
Webster Kall,Female,154,Intermediate,Brown,No,8000000,Yes
Nedda Marrion,Male,175,Intermediate,Gray,No,49000000,Yes
Bald Grishukov,Female,150,Low,Brown,No,123000000,Yes
Grata Halpen,Female,160,Intermediate,Brown,No,57000000,Yes
Dorri Rielly,Male,140,High,Black,No,58000000,No
Jorry Palethorpe,Male,169,High,Black,Yes,42000000,No
Arda Perigoe,Male,161,Intermediate,Black,No,57000000,Yes
Carrie Millyard,Male,183,Low,Brown,No,89000000,Yes
Moira Tamburo,Female,141,Low,Black,Yes,46000000,No
Devland Giovani,Male,141,Low,Black,Yes,77000000,No
Tatum Stoddart,Female,154,High,Gray,No,40000000,Yes
Rafferty Beatty,Female,166,Intermediate,Brown,No,20000000,Yes
Beverlie McKitterick,Female,169,Intermediate,Blue,No,96000000,No
Reginauld Learmont,Male,175,High,Black,Yes,52000000,No
Penelopa Cast,Male,155,High,Black,Yes,45000000,No
Nollie McAuley,Female,156,High,Brown,Yes,67000000,No
Nance Tilliard,Male,142,Low,Black,No,127000000,No
Elyssa Hurry,Male,143,Intermediate,Brown,Yes,61000000,No
Tana Leacock,Male,143,Intermediate,Blue,Yes,100000000,No
Zebulon Cantero,Female,161,High,Blue,Yes,102000000,No
Baryram Eisikovitsh,Male,146,High,Blue,Yes,104000000,No
Dugald Stitt,Male,173,High,Black,Yes,88000000,No
Debora Baldack,Male,173,High,Gray,No,7000000,Yes
Beauregard Venning,Female,179,Intermediate,Gray,No,49000000,Yes
Teddy Bradder,Male,150,Intermediate,Black,No,89000000,No
Lewie Toquet,Male,164,High,Brown,No,18000000,Yes
Amelina Duesbury,Male,158,High,Blue,Yes,45000000,No
Parrnell Muzzini,Male,149,Low,Black,Yes,33000000,No
Bliss MacAskill,Male,145,Intermediate,Brown,Yes,8000000,Yes
Patin Ravens,Female,161,Intermediate,Black,Yes,65000000,No
Gale Lumber,Male,169,Intermediate,Blue,Yes,39000000,No
Shell Di Lucia,Female,185,High,Black,Yes,147000000,No
Hermie Seary,Male,183,Low,Gray,Yes,44000000,Yes
Debby Hickeringill,Female,144,Low,Black,Yes,2000000,No
Broddy Malcolmson,Female,165,Low,Black,No,57000000,Yes
Lona Chastel,Male,145,Low,Black,Yes,118000000,No
Caresa Fitkin,Male,151,Intermediate,Blue,No,40000000,Yes
Morgen Thurlow,Female,149,Intermediate,Blue,Yes,138000000,No
Lindon Petrillo,Female,163,Intermediate,Black,Yes,109000000,No
Madge Spiteri,Male,163,Intermediate,Gray,No,87000000,Yes
Esme Barringer,Male,152,High,Gray,Yes,47000000,No
Clemmie Gianulli,Female,171,Low,Brown,No,54000000,Yes
Babette McMenamin,Female,157,Intermediate,Black,Yes,146000000,No
Sonnie Lacroux,Female,164,Intermediate,Black,No,27000000,Yes
Nicholas Raysdale,Male,141,Intermediate,Blue,Yes,118000000,No
Ashely Condon,Male,150,High,Blue,No,103000000,No
Norton Mapam,Female,157,Low,Black,Yes,89000000,No
Caspar Boydell,Female,154,Low,Blue,Yes,139000000,No
Skye Ringer,Female,174,High,Black,No,89000000,No
Arleyne Guite,Male,151,Low,Brown,No,60000000,Yes
Suzann Athridge,Female,151,High,Black,No,20000000,Yes
Lianne Ciotti,Female,161,High,Black,Yes,49000000,No
Hal Folliss,Male,161,Intermediate,Gray,No,17000000,Yes
Penrod Sandys,Male,156,Intermediate,Blue,No,112000000,Yes
Pen Straniero,Male,156,High,Black,Yes,121000000,No
Mela Thompstone,Male,167,Intermediate,Brown,No,20000000,Yes
Bogey Coller,Male,177,Low,Brown,No,35000000,Yes
Elsy Jeffcoate,Male,183,Low,Blue,Yes,95000000,No
Urson Stillert,Female,147,High,Black,Yes,58000000,No
Marlin Danilewicz,Female,158,Low,Blue,Yes,15000000,Yes
Kelley Filipczynski,Female,178,High,Black,No,51000000,Yes
Jermayne O' Loughran,Female,151,Intermediate,Brown,No,61000000,Yes
Asia Longmire,Male,170,Intermediate,Gray,No,3000000,Yes
Doreen Truggian,Male,150,Low,Gray,Yes,30000000,Yes
Teodora Brister,Female,141,High,Blue,Yes,92000000,No
Jenna Ulster,Male,153,Low,Gray,Yes,52000000,Yes
Rick Pybus,Female,150,Intermediate,Black,No,142000000,Yes
Mattias Binder,Female,158,High,Black,Yes,126000000,No
Harcourt Wylam,Female,184,High,Gray,No,140000000,Yes
Christopher Scrinage,Female,164,Intermediate,Gray,Yes,102000000,No
Caro Fey,Female,165,Low,Black,No,72000000,Yes
Tressa Steabler,Female,153,Low,Blue,No,100000000,No
Buck Searchfield,Female,181,Low,Gray,No,1000000,Yes
Onofredo Scollard,Female,160,Intermediate,Blue,No,3000000,No
Elva Thorington,Female,161,High,Black,Yes,57000000,No
Stephani Bavester,Female,149,Intermediate,Blue,Yes,60000000,No
Alia Minton,Female,162,High,Blue,Yes,129000000,No
Aland Bugdell,Male,153,Intermediate,Black,Yes,46000000,No
Wilma Gallego,Male,168,Low,Gray,No,110000000,Yes
Eziechiele Ledgerton,Female,162,Intermediate,Brown,Yes,6000000,No
Josee Happs,Female,159,Intermediate,Gray,No,57000000,Yes
Catlaina Enion,Male,157,Intermediate,Gray,No,14000000,Yes
Karen Outerbridge,Male,160,High,Blue,Yes,111000000,No
Frankie Harroll,Female,153,Intermediate,Brown,Yes,9000000,Yes
Damita Jervois,Male,161,High,Blue,No,149000000,No
Ardene Aspling,Female,157,Intermediate,Blue,No,56000000,Yes
Evelina Sunnex,Female,157,High,Blue,Yes,91000000,No
Lindy Clemintoni,Female,169,Intermediate,Black,Yes,126000000,No
Nadya Giron,Female,163,High,Gray,Yes,41000000,No
Eleanor Herche,Male,145,High,Black,No,97000000,Yes
Sandra Wallbank,Female,147,High,Blue,Yes,110000000,No
Shara Eyden,Male,164,High,Black,No,58000000,No
Edlin Somerset,Male,146,Low,Gray,Yes,51000000,Yes
Tod Riditch,Female,172,Low,Brown,No,118000000,Yes
Traci Chismon,Female,165,Intermediate,Black,Yes,14000000,No
Mirabel Lafont,Male,149,Low,Gray,Yes,53000000,No
Garreth Harsum,Male,168,High,Black,Yes,110000000,No
Chickie Perry,Female,156,Low,Black,No,42000000,Yes
Shandra Druitt,Female,173,Low,Gray,Yes,119000000,Yes
Hester Ravenscroft,Male,141,Intermediate,Black,Yes,113000000,No
Andy Justice,Female,176,High,Black,Yes,27000000,No
Reese Skune,Male,178,Low,Gray,No,52000000,Yes
Leonanie Bramall,Female,184,Intermediate,Black,Yes,60000000,Yes
Rivi Reville,Female,144,Intermediate,Blue,Yes,136000000,No
Horatia Hannigane,Female,160,High,Black,Yes,145000000,No
Rudd Merwe,Female,140,Low,Blue,Yes,95000000,No
Lois Boeter,Female,152,High,Blue,Yes,120000000,No
Valma Kender,Female,162,High,Blue,Yes,15000000,No
Calida Filipputti,Female,158,Intermediate,Blue,Yes,98000000,No
Rainer Hedlestone,Male,168,Intermediate,Gray,No,15000000,Yes
Lavena Mungane,Female,145,Intermediate,Blue,No,95000000,No
Rowen Bertelsen,Male,156,Intermediate,Blue,Yes,44000000,No
Sheree Youthead,Female,150,Low,Blue,Yes,62000000,No
Teriann Aubert,Male,168,High,Gray,No,47000000,Yes
Susy Emms,Male,142,Intermediate,Black,Yes,118000000,No
Ephrem Hedditch,Male,168,Low,Brown,No,2000000,Yes
Tabbitha Strevens,Female,180,Low,Brown,No,6000000,Yes
Flora Broader,Female,156,High,Blue,Yes,36000000,No
Shani Lydiard,Female,141,Intermediate,Gray,Yes,74000000,No
Theda Camps,Female,149,Low,Black,Yes,109000000,No
Yankee Menci,Female,157,Intermediate,Gray,No,43000000,Yes
Maxi Blabie,Male,158,Intermediate,Black,Yes,74000000,No
Cassandry Yandell,Female,163,Low,Blue,No,140000000,Yes
Sidney Kisby,Male,140,Intermediate,Black,Yes,122000000,No
Lydon Sedcole,Male,183,Low,Brown,No,10000000,Yes
Agnella Tesche,Male,154,Low,Black,Yes,99000000,No
Barbi Razzell,Female,152,Intermediate,Gray,Yes,119000000,Yes
Kermit Faldoe,Female,162,High,Brown,No,32000000,Yes
Mirabelle Belcher,Male,159,Low,Black,Yes,148000000,No
Daron Gasnell,Female,141,High,Black,Yes,87000000,No
Nefen McCrillis,Male,162,Low,Brown,No,82000000,Yes
Marlee MacCambridge,Female,165,Intermediate,Gray,No,37000000,Yes
Carl Pexton,Male,157,High,Black,Yes,20000000,No
Thoma Pamphilon,Female,155,Low,Blue,No,115000000,Yes
Nolie Pogue,Male,149,High,Brown,No,48000000,Yes
Latrina Gegay,Male,156,Intermediate,Black,No,71000000,No
Roslyn Iacovino,Female,151,Intermediate,Black,Yes,78000000,No
Waldemar Zmitruk,Male,175,Intermediate,Black,No,28000000,Yes
Wylie Ochterlonie,Female,147,High,Black,Yes,47000000,No
Felicio Klawi,Female,167,Intermediate,Blue,Yes,47000000,Yes
Kliment Harpin,Male,167,Low,Gray,Yes,122000000,Yes
Gael Beaman,Male,147,Intermediate,Blue,Yes,55000000,Yes
Raffaello Woollends,Female,141,Low,Black,No,53000000,No
Lyda Vida,Female,146,Intermediate,Black,No,31000000,Yes
Daile Daftor,Female,148,Low,Blue,Yes,55000000,No
Stephanie Dalla,Male,174,Intermediate,Gray,No,106000000,No
Bran Sarchwell,Male,174,Low,Gray,No,119000000,Yes
Byrom Tomblings,Male,144,Intermediate,Gray,Yes,40000000,No
Eldon Readwing,Female,181,Intermediate,Blue,No,63000000,No
Schuyler Pearson,Female,149,Intermediate,Black,Yes,11000000,No
Maryl Greenhough,Male,141,High,Brown,Yes,9000000,No
Bendick Devin,Female,174,Low,Black,No,89000000,Yes
Joeann Walenta,Female,161,Intermediate,Blue,Yes,124000000,No
Taffy Cothey,Male,180,Low,Brown,No,39000000,Yes
Vivianna Batram,Female,147,High,Black,Yes,48000000,No
Noni Ladson,Male,160,Low,Gray,No,42000000,Yes
Cassey Mertgen,Female,180,Intermediate,Gray,No,5000000,Yes
Porter Tomlinson,Female,146,Intermediate,Blue,No,132000000,No
Janie Sakins,Female,179,High,Black,Yes,13000000,No
Nicki Inde,Male,153,Intermediate,Brown,No,19000000,Yes
Ashbey Pinch,Female,164,Intermediate,Gray,Yes,52000000,No
Ewell Balogh,Male,180,Intermediate,Black,Yes,72000000,No
Archibold Brake,Male,184,Intermediate,Gray,No,147000000,Yes
Dionne Vise,Female,155,Low,Brown,Yes,53000000,Yes
Tammie Tonnesen,Male,181,Intermediate,Brown,No,36000000,Yes
Blisse Jones,Male,180,Intermediate,Gray,No,23000000,Yes
Terry Hayhurst,Male,144,Intermediate,Black,Yes,41000000,No
Sheilakathryn Losano,Female,158,Low,Gray,No,35000000,Yes
Moira Starte,Male,183,Low,Blue,No,37000000,Yes
Nessa Longridge,Female,157,Intermediate,Gray,No,1000000,Yes
Rad Tilberry,Male,159,Intermediate,Gray,No,45000000,Yes
Yvon Szymanowski,Male,151,Intermediate,Gray,Yes,107000000,No
Barth O'Donegan,Male,156,High,Brown,No,19000000,Yes
Tobe Febvre,Male,167,High,Gray,No,90000000,No
Judon Kerin,Male,149,High,Blue,Yes,141000000,No
Lemar McSperron,Female,152,Low,Black,No,54000000,Yes
Judah Marron,Female,141,Low,Brown,No,27000000,Yes
Klaus Fosdike,Female,155,High,Gray,No,55000000,Yes
Corette Talks,Female,148,Intermediate,Blue,Yes,98000000,No
Devon Oddy,Male,166,High,Black,Yes,75000000,No
Camila Lambrecht,Female,163,High,Brown,Yes,104000000,No
Jarrod Frangleton,Female,177,High,Brown,No,4000000,Yes
Padget Broadbear,Female,175,Low,Gray,No,134000000,Yes
Marybelle Priestner,Male,185,Intermediate,Brown,No,121000000,Yes
Law Spurden,Male,171,High,Blue,Yes,51000000,No
Mathew Benoix,Female,166,Intermediate,Brown,No,34000000,Yes
Virgil O' Meara,Female,176,Low,Gray,No,90000000,Yes
Stanton Apfler,Female,155,Low,Blue,No,48000000,No
Tori Kibblewhite,Female,164,High,Brown,Yes,6000000,No
Uta Jex,Female,143,Low,Blue,Yes,16000000,No
Ad Goad,Female,140,Intermediate,Black,Yes,89000000,No
Adan Dumberrill,Male,140,Intermediate,Black,Yes,132000000,No
Dewie Rodd,Female,154,Low,Black,Yes,59000000,No
Dare McGeechan,Male,157,High,Blue,Yes,64000000,No
Farra Gulleford,Male,161,Intermediate,Brown,No,114000000,Yes
Janelle Bamb,Female,154,Intermediate,Blue,No,45000000,Yes
Gannie Houtbie,Female,164,High,Blue,Yes,45000000,No
Romain Warburton,Male,167,Intermediate,Gray,Yes,150000000,No
Burk Lucien,Female,160,High,Blue,Yes,75000000,No
Zeb Thorlby,Female,169,High,Brown,No,56000000,Yes
Cecilio MacNamara,Male,140,Intermediate,Blue,Yes,120000000,No
Raoul Tubbs,Female,145,High,Black,Yes,60000000,No
Bethany Feeley,Female,165,Intermediate,Gray,No,104000000,No
Mellie Shotboulte,Male,150,High,Blue,Yes,32000000,No
Kale Skyrm,Female,165,Low,Gray,No,47000000,No
Kerianne Gerrelts,Female,153,Intermediate,Gray,No,20000000,Yes
Shelton Robinson,Female,159,Intermediate,Brown,Yes,91000000,No
Emmye Huntingford,Female,168,Low,Brown,Yes,21000000,Yes
Cordy Edowes,Female,147,High,Black,No,90000000,No
Tatum Dinsdale,Male,174,Low,Brown,No,128000000,Yes
Bernarr Stares,Female,151,High,Black,Yes,55000000,No
Tuesday Feron,Male,149,Low,Blue,Yes,100000000,No
Tommy Rhys,Female,175,Intermediate,Brown,No,47000000,Yes
Steffane Alsford,Female,150,Low,Blue,No,146000000,No
Bibi Fakes,Female,164,High,Black,Yes,128000000,No
Matthaeus Pendlenton,Female,144,Low,Brown,Yes,9000000,Yes
Desi Laxton,Male,144,Low,Black,Yes,19000000,No
Giffer McLachlan,Female,153,Intermediate,Black,No,24000000,Yes
Flinn Agates,Male,153,Intermediate,Black,Yes,77000000,No
Lance Jennings,Female,184,Low,Black,Yes,77000000,No
Uriel Espy,Male,163,Low,Gray,No,58000000,Yes
Worden Kamiyama,Female,173,Low,Brown,No,78000000,Yes
Bernie Hacaud,Male,182,Low,Gray,Yes,59000000,Yes
Wallace Pyson,Male,149,Intermediate,Blue,Yes,68000000,No
Carolan Thornham,Male,157,Intermediate,Gray,No,58000000,No
Ian Frude,Female,162,Intermediate,Brown,No,109000000,Yes
Erminie Peegrem,Male,144,High,Blue,Yes,9000000,No
Godart Rowth,Female,169,Low,Brown,No,60000000,Yes
Selene Dureden,Female,144,High,Black,Yes,57000000,No
Meredeth Langcastle,Male,140,Intermediate,Blue,Yes,41000000,Yes
Yovonnda Kleeborn,Female,151,Low,Brown,No,35000000,Yes
Adolphus Trivett,Female,166,High,Blue,Yes,45000000,No
Alberik Hampshire,Female,165,High,Blue,Yes,21000000,No
Deonne Giovanitti,Female,174,Intermediate,Gray,No,137000000,Yes
Tobie Busain,Male,159,Intermediate,Black,No,12000000,Yes
Hunt Jindrich,Female,144,Intermediate,Gray,No,30000000,Yes
Florry Ewbanke,Male,143,High,Black,Yes,112000000,No
Estele Lukesch,Female,152,Low,Blue,No,27000000,Yes
Teodorico Queste,Female,162,Low,Black,Yes,86000000,No
Amos Rousell,Male,185,Intermediate,Black,Yes,50000000,No
Marcelia Streak,Female,160,High,Black,Yes,56000000,No
Feliza Smewin,Male,151,High,Gray,No,47000000,Yes
Mattheus Scamal,Male,152,Intermediate,Brown,No,144000000,Yes
Robinet Roelofs,Male,162,Intermediate,Blue,Yes,60000000,No
Jacquelynn Flatte,Female,142,Low,Gray,Yes,81000000,No
Maridel Righy,Female,162,Low,Blue,No,149000000,Yes
Michelle Hay,Female,162,High,Gray,No,51000000,No
Mayne Elves,Female,150,Intermediate,Gray,Yes,118000000,No
Yvor Scare,Male,164,Low,Gray,Yes,3000000,Yes
Frasco Grumbridge,Male,170,Intermediate,Gray,No,69000000,Yes
Torie Brower,Male,143,Intermediate,Gray,Yes,131000000,No
Connor Wardingley,Male,151,High,Black,Yes,92000000,No
Bettye Galbraeth,Female,174,Intermediate,Blue,No,55000000,No
Karna Caldes,Female,145,High,Black,Yes,11000000,No
Lars Rubrow,Female,183,Intermediate,Gray,No,127000000,Yes
Rice O'Shea,Male,147,Low,Gray,No,33000000,Yes
Hamel Tesauro,Female,149,Intermediate,Blue,Yes,66000000,No
Kitty Braz,Male,150,Low,Black,Yes,49000000,No
Rayner Yo,Female,153,Intermediate,Brown,No,113000000,Yes
Emilie Muskett,Male,165,Intermediate,Brown,Yes,37000000,Yes
Nathanael Luke,Female,150,Intermediate,Black,Yes,37000000,No
Jsandye Noble,Female,143,High,Brown,No,4000000,Yes
Ruperto Cheves,Male,159,High,Blue,Yes,142000000,No
Clair Pitchers,Male,148,Intermediate,Black,Yes,84000000,No
Benn Nicklen,Male,159,Intermediate,Black,Yes,87000000,No
Barny Ecclestone,Male,184,Intermediate,Brown,No,16000000,Yes
Paul Sperski,Female,175,High,Brown,No,22000000,Yes
Katina Morrallee,Female,160,High,Brown,Yes,43000000,Yes
Mathew Cuniffe,Female,151,High,Brown,No,55000000,Yes
Virgina Foxcroft,Female,151,High,Blue,Yes,105000000,No
Van Glabach,Female,166,Intermediate,Black,Yes,150000000,Yes
Gearard Baughn,Female,155,High,Gray,No,139000000,No
Arlana Roughley,Female,153,High,Black,Yes,5000000,No
Addy Roscher,Male,155,Intermediate,Brown,No,52000000,Yes
Adriano Huckabe,Female,179,Low,Gray,Yes,104000000,Yes
Corny Keelan,Female,185,High,Blue,Yes,103000000,No
Cecelia Hazeldean,Male,166,Low,Black,Yes,142000000,No
Johnna Faughnan,Female,172,Low,Gray,No,43000000,Yes
Olivette Wescott,Female,180,Intermediate,Gray,Yes,14000000,Yes
Gavrielle Lowles,Male,156,Intermediate,Brown,No,26000000,Yes
Briggs Offa,Female,160,Low,Black,Yes,105000000,No
Adam Fowler,Female,152,Intermediate,Gray,No,7000000,Yes
Clarance Waddie,Male,152,Intermediate,Brown,No,30000000,Yes
Teddy Piper,Female,181,Intermediate,Blue,No,103000000,No
Horace Fredson,Female,159,High,Gray,No,28000000,Yes
Winna Sturgis,Male,160,Low,Gray,No,46000000,Yes
Kirsteni Andrusov,Male,143,Intermediate,Blue,Yes,23000000,No
Koren Queripel,Male,148,High,Gray,No,133000000,No
Olag Hollyer,Female,179,Intermediate,Gray,No,134000000,Yes
Nathanil Velden,Male,177,Low,Blue,Yes,14000000,No
Selestina Fassman,Male,156,Intermediate,Gray,No,52000000,Yes
Danella O'Meara,Male,162,High,Black,Yes,124000000,No
Ilysa Stancliffe,Female,156,Intermediate,Blue,No,114000000,No
Aldin Antalffy,Male,162,High,Black,No,45000000,No
Derron Mourbey,Male,164,Intermediate,Blue,Yes,71000000,No
Zsazsa Howlin,Male,160,Low,Black,No,84000000,Yes
Felecia Lawful,Female,155,High,Blue,Yes,5000000,No
Cindy Elwyn,Male,163,Low,Black,No,42000000,No
Elsinore Straughan,Male,167,Intermediate,Gray,No,35000000,Yes
Rafaelita Marchetti,Male,156,High,Blue,No,25000000,No
Brent Agass,Male,176,Intermediate,Gray,No,13000000,Yes
Jeanette Sparshutt,Female,151,Intermediate,Gray,Yes,82000000,No
Michele Fullicks,Male,162,Intermediate,Blue,No,16000000,No
Rozamond Prayer,Female,159,Low,Blue,No,66000000,No
Laurel Everingham,Female,161,High,Black,No,24000000,Yes
Toby Reubel,Female,143,Intermediate,Gray,No,66000000,No
Kain Cavil,Male,165,Low,Blue,No,29000000,Yes
Hillary Whitehall,Male,163,High,Gray,Yes,60000000,No
Agnesse Stoaks,Male,185,High,Brown,No,105000000,Yes
Yasmeen Berntsson,Female,146,Intermediate,Gray,Yes,8000000,No
Otis Gosenell,Female,165,High,Brown,Yes,66000000,No
Andris Shipston,Female,160,High,Black,Yes,48000000,No
Benjie Benzing,Female,164,Low,Black,Yes,70000000,No
Findlay Kinnock,Female,181,Low,Gray,Yes,7000000,No
Palmer Demcik,Female,176,Intermediate,Black,No,22000000,Yes
Grenville Allwell,Female,159,Low,Brown,No,4000000,Yes
Jessie FitzAlan,Female,151,Low,Gray,Yes,54000000,Yes
Hagen Mallatratt,Female,161,High,Brown,No,49000000,Yes
Dedra Gussin,Male,177,Low,Brown,No,1000000,Yes
Ricky Pennicott,Male,166,Low,Black,No,95000000,No
Jacquette Indruch,Male,152,Intermediate,Black,Yes,74000000,No
Sol Tessier,Female,146,Low,Black,No,107000000,Yes
Ruggiero Fancourt,Female,151,High,Gray,No,16000000,Yes
Ozzie Hodgin,Female,155,Intermediate,Black,Yes,47000000,No
Obediah Davidove,Male,145,High,Black,Yes,3000000,No
Hedwiga MacCosty,Female,141,Intermediate,Black,No,81000000,Yes
Baudoin Fife,Male,146,Low,Gray,No,94000000,Yes
Welch Dewerson,Female,146,High,Gray,No,52000000,Yes
Kendrick Kevane,Male,160,High,Black,Yes,66000000,No
Osmond Keneleyside,Male,162,Low,Blue,No,105000000,Yes
Agathe Lygo,Male,182,High,Brown,Yes,57000000,Yes
Ruthe Hebblewhite,Female,180,Low,Gray,No,43000000,Yes
Hestia Edens,Male,152,Intermediate,Gray,No,38000000,Yes
Ann Norgan,Male,151,Intermediate,Black,Yes,54000000,No
Bessie Treppas,Male,166,High,Brown,No,40000000,Yes
Trevar Bradburne,Female,159,High,Blue,No,106000000,No
Farand Bengtsson,Male,143,Low,Gray,No,12000000,Yes
Corinne Alders,Female,162,High,Brown,Yes,112000000,Yes
Abbey Gleed,Male,164,High,Black,Yes,89000000,No
Chad Garber,Female,179,Intermediate,Blue,No,106000000,Yes
Phaedra Zannotelli,Male,157,Intermediate,Brown,No,27000000,Yes
Eddi Pregel,Female,158,Intermediate,Gray,No,8000000,Yes
Rena Luggar,Male,151,Low,Black,Yes,40000000,No
Dasie Schott,Female,169,High,Blue,No,129000000,No
Rochelle Tooley,Male,152,Intermediate,Black,Yes,100000000,No
Timothy Weale,Female,159,Low,Brown,No,20000000,Yes
Brandtr Wigan,Female,158,High,Brown,Yes,113000000,No
Domingo Eronie,Male,176,High,Blue,No,70000000,Yes
Melania Linfitt,Male,165,Low,Blue,Yes,42000000,No
Jefferson Bonwick,Male,144,High,Blue,No,56000000,No
Elicia Echalie,Male,142,High,Blue,Yes,52000000,No
Iorgo Summersby,Female,152,High,Brown,No,76000000,Yes
Griz Ewert,Female,176,Low,Blue,No,48000000,Yes
Garnette Leeman,Female,144,High,Brown,No,43000000,Yes
Griff Snoxell,Female,161,High,Black,Yes,77000000,No
Anastasie Dally,Female,163,Low,Brown,Yes,48000000,Yes
Brew Striker,Male,165,Intermediate,Brown,No,71000000,Yes
Orelie Siddell,Female,151,High,Blue,Yes,118000000,No
Nichol Say,Female,178,Low,Gray,No,19000000,Yes
Hyacinthe Morefield,Male,140,Low,Blue,Yes,100000000,No
Robinetta Boscott,Female,155,Intermediate,Gray,Yes,137000000,Yes
Allard Berks,Male,142,Intermediate,Black,Yes,42000000,No
Bryna Westphal,Female,157,High,Brown,No,46000000,Yes
Misha Alywin,Male,172,High,Blue,Yes,117000000,No
Mendel Cayser,Female,178,Intermediate,Black,Yes,10000000,No
Juditha Aujouanet,Male,152,Intermediate,Blue,No,114000000,No
Carney Guise,Male,145,Low,Brown,Yes,58000000,Yes
Marena Widdowes,Female,181,Intermediate,Black,Yes,135000000,No
Cora Glenn,Female,148,Intermediate,Gray,Yes,88000000,No
Dion McGeechan,Female,169,Intermediate,Brown,No,40000000,Yes
Kit Klebes,Female,174,Intermediate,Black,Yes,149000000,No
Denice Briztman,Male,145,Low,Black,Yes,122000000,No
Cordey Peascod,Male,184,Intermediate,Blue,No,59000000,Yes
Muhammad Epsley,Female,155,High,Black,No,47000000,No
Guntar Penwell,Male,184,Low,Gray,No,112000000,Yes
Shirlene Dawdry,Male,174,High,Brown,No,58000000,Yes
Wiley Chaundy,Female,158,High,Gray,Yes,148000000,No
Jenelle Van Der Vlies,Male,141,Intermediate,Brown,Yes,8000000,Yes
Terrell Brownsill,Female,147,High,Blue,No,40000000,No
Trefor Laight,Male,180,High,Black,Yes,96000000,No
Arlen Ratie,Male,144,High,Blue,Yes,50000000,No
Ber Lernihan,Female,142,High,Blue,Yes,36000000,No
Modestine Uttermare,Female,147,Intermediate,Blue,No,113000000,No
Kettie Ivachyov,Female,152,High,Black,Yes,70000000,No
Sax Elies,Female,162,Intermediate,Gray,No,148000000,Yes
Terrance Cordeix,Female,140,High,Black,Yes,68000000,No
Tripp Eccles,Male,141,Intermediate,Blue,Yes,72000000,No
Hinze Amber,Female,165,Intermediate,Gray,No,116000000,Yes
Rowland Edel,Male,147,Low,Blue,Yes,78000000,No
Tuckie Caple,Female,184,Intermediate,Gray,No,91000000,Yes
Lonnard Ferraresi,Female,180,Intermediate,Gray,No,19000000,Yes
Gris Ghilks,Male,155,Intermediate,Blue,Yes,56000000,No
Fernande Jest,Female,180,Intermediate,Gray,No,50000000,Yes
